geometry
POINT (4896265.633618529 3815485.211882888)
POINT (4929185.908103625 3537327.2721936977)
POINT (4926233.578397562 3539533.8363758074)
POINT (4854556.02113522 3700001.457134239)
POINT (4853652.654270126 3700718.083689037)
POINT (4872898.498962604 3569251.4629816865)
POINT (4932460.6059677685 3564357.3068502843)
POINT (4931510.146485722 3565688.9732629173)
POINT (4871503.167303125 3567036.944938185)
POINT (4868906.868542503 3568912.5249024043)
POINT (4948788.851393236 3533790.2307138448)
POINT (4947980.063834352 3530865.3767304043)
POINT (4864710.041099628 3891687.683120121)
POINT (4862740.5979277445 3890992.9550574906)
POINT (4906966.267959959 3623206.9092363357)
POINT (4909283.69907136 3623130.2256407435)
POINT (4872567.65869724 3569292.4708519573)
POINT (4868791.652416964 3676960.976723144)
POINT (4901120.778188053 3538140.365959147)
POINT (4869410.839936879 3570660.279343474)
POINT (4914257.285464937 3593546.405233173)
POINT (4702547.957334558 3983439.1491093296)
POINT (4904104.105343549 3561411.38830513)
POINT (4905175.733746968 3561348.931787156)
POINT (4903491.43355561 3558714.995670541)
POINT (4914752.734901886 3589850.2772278925)
POINT (4896003.5257249 3540138.8344719172)
POINT (4881075.654562238 3785890.0083956677)
POINT (4881258.939996277 3787581.653187483)
POINT (4809161.944847834 3752812.2317922935)
POINT (4814184.768686423 3752963.419118079)
POINT (4950568.718651892 3531205.287682008)
POINT (4954493.963497237 3529409.801839711)
POINT (4744949.592848737 3828077.71138933)
POINT (4915709.784386537 3577906.1222577784)
POINT (4915721.767790836 3577788.2020120528)
POINT (4914801.08880256 3578550.8252434446)
POINT (4915306.874143808 3577205.2132497123)
POINT (4866521.822451746 3681723.533491019)
POINT (4867717.921157071 3679316.241572324)
POINT (4743357.390471386 3850618.6648155083)
POINT (4931712.887517247 3565551.5368830934)
POINT (4929506.665361851 3568708.2354986253)
POINT (4929311.008951801 3567771.3355570654)
POINT (4865944.461531815 3682700.4779583854)
POINT (4866099.424744024 3684117.0847618626)
POINT (4865645.473812799 3683227.864670581)
POINT (4864949.914531412 3684699.336748352)
POINT (4869689.944375287 3568717.6121912114)
POINT (4871901.272115638 3565276.5192680466)
POINT (4863088.728652396 3689220.229162844)
POINT (4884206.012732421 3902925.5603194707)
POINT (4881598.937233344 3901883.651500501)
POINT (4867712.284938482 3589031.835057991)
POINT (4867073.624649324 3587474.2793229595)
POINT (4867818.281807968 3588027.8299919832)
POINT (4867354.677413642 3587561.34370968)
POINT (4867762.466187508 3587682.496974314)
POINT (4868336.3924303 3588216.861870961)
POINT (4900481.295952206 3538427.205136679)
POINT (4918022.004250446 3562483.236376173)
POINT (4919580.011489894 3558760.434942434)
POINT (4863024.16169236 3689195.1099083195)
POINT (4876630.684844317 3593716.89139648)
POINT (4939672.633329515 3553992.3040878167)
POINT (4941203.678757071 3551246.454504146)
POINT (4913649.243070601 3596330.6689307834)
POINT (4811135.222755781 3756436.0208582915)
POINT (4917003.7314185565 3577582.205839278)
POINT (4915323.115514173 3577130.818830275)
POINT (4810390.955658247 3753110.383722228)
POINT (4867726.361949281 3595350.8769151494)
POINT (4865435.400732448 3598126.810552019)
POINT (4866010.58388971 3597788.2096873284)
POINT (4915624.143972317 3700912.4693822623)
POINT (4915436.976628073 3700874.2439199896)
POINT (4915507.816376932 3703077.020432216)
POINT (4703181.723332104 3980813.229835228)
POINT (4703488.93027019 3980615.8926139483)
POINT (4703327.246764347 3979542.910533124)
POINT (4703234.571376568 3981025.762035222)
POINT (4846770.665047892 3618121.6908717738)
POINT (4849279.359145737 3616042.481125005)
POINT (4864361.559796553 3686231.4196590628)
POINT (4928521.485383451 3569989.4076321386)
POINT (4903627.086267069 3560499.5856602024)
POINT (4901217.869119581 3561344.7550017503)
POINT (4927357.415150426 3571919.6588560315)
POINT (4918275.653077051 3562059.4476764454)
POINT (4918499.147677081 3560879.5893071615)
POINT (4694271.406175335 4004013.3683638843)
POINT (4914244.480467724 3593108.9553381866)
POINT (4914666.633491976 3589907.157843829)
POINT (4877764.863101236 3593334.0847940096)
POINT (4809698.353962658 3766593.8113410054)
POINT (4809274.870906507 3768981.663426339)
POINT (4865730.747086263 3598079.4639234617)
POINT (4867816.804556524 3595619.152436737)
POINT (4975687.548151555 3701612.7863247544)
POINT (4928942.767748267 3569527.5435860395)
POINT (4879326.336917165 3653713.70208203)
POINT (4821851.07761036 3820216.2013356113)
POINT (4823603.090397102 3822331.977384063)
POINT (4927977.972961894 3537553.2168520493)
POINT (4926230.426868502 3538061.436700618)
POINT (4912165.5313027995 3604807.586270577)
POINT (4910268.809301047 3599725.807438581)
POINT (4912084.738105878 3604491.904157776)
POINT (4912271.203997889 3603518.667710348)
POINT (4912254.6792850625 3602036.9757200517)
POINT (4912325.86662057 3600444.425338446)
POINT (4918111.516379979 3701311.0607020757)
POINT (4702680.023134701 3982987.5162119595)
POINT (4871041.653911959 3568975.957223608)
POINT (4916898.206726319 3564937.489298525)
POINT (4909057.018337333 3622747.205977859)
POINT (4950520.424346629 3531130.4427564275)
POINT (4954586.319505932 3529241.700608887)
POINT (4896681.202937761 3586035.115942716)
POINT (4899828.577049271 3584707.8786326484)
POINT (4879052.262275164 3773273.4714659182)
POINT (4874622.951964962 3775178.6478378)
POINT (4879942.291756784 3772804.864100909)
POINT (4877504.166780474 3593346.6643799115)
POINT (4877718.53355068 3593359.069322348)
POINT (4906327.377214627 3561204.4359467085)
POINT (4918684.675851678 3563187.043183035)
POINT (4743265.272393367 3850891.080185387)
POINT (4915704.63975817 3577994.134622272)
POINT (4915822.042639649 3577992.3702012)
POINT (4878548.920604168 3593007.6464684056)
POINT (4876467.001968816 3592680.5556023843)
POINT (4865155.505715744 3684488.2462965967)
POINT (4866293.773156382 3684539.078117551)
POINT (4865278.12324048 3684227.281606451)
POINT (4910606.174191165 3628045.4965630597)
POINT (4913345.037369691 3624367.4756972585)
POINT (4926395.210724058 3540733.8595701843)
POINT (4866344.441875222 3681892.6143774735)
POINT (4856291.771356562 3698295.158994315)
POINT (4858276.124776972 3700299.024770072)
POINT (4702112.375356372 3965202.9810348777)
POINT (4929573.109122548 3537378.063143633)
POINT (4929902.863876287 3567982.288183237)
POINT (4703266.6400837945 3981113.4154459103)
POINT (4867863.5110566495 3586568.2183266124)
POINT (4868498.460715636 3588213.9538826644)
POINT (4911240.607924041 3612924.5368791963)
POINT (4911744.815065893 3608730.230470673)
POINT (4972938.225703481 3700329.558443444)
POINT (4864365.256721531 3686013.994331586)
POINT (4808117.250759421 3752477.0675440226)
POINT (4925828.32534359 3573980.1606003693)
POINT (4880401.792285637 3808092.263912245)
POINT (4703372.11030863 3979091.6495577246)
POINT (4924741.335749522 3537768.011048471)
POINT (4926233.578397562 3539533.8363758074)
POINT (4916482.037241036 3568084.667073261)
POINT (4912139.301660119 3603437.043466724)
POINT (4910410.328330392 3599768.95120515)
POINT (4906751.513031669 3623310.9269236615)
POINT (4896504.3702498535 3586027.826046995)
POINT (4899998.154351157 3584560.838283897)
POINT (4901885.034289677 3561395.442347465)
POINT (4888819.752675641 3562754.1410617637)
POINT (4908764.530108253 3560951.163224384)
POINT (4852395.020800908 3613425.2224716516)
POINT (4868939.72295157 3676838.066184157)
POINT (4854533.947242536 3610507.841223735)
POINT (4915919.987838411 3577897.641208719)
POINT (4915868.737815409 3577958.691312277)
POINT (4923927.9846292 3537742.0474198274)
POINT (4927207.052511704 3572016.8775663725)
POINT (4903286.241529782 3561454.1301786858)
POINT (4852142.166006209 3613579.128325343)
POINT (4869337.640288779 3570779.736569428)
POINT (4744481.805691656 3849245.6413085614)
POINT (4744195.770361232 3849665.5559749696)
POINT (4820678.862248449 3818908.2821627)
POINT (4867726.361949281 3595350.8769151494)
POINT (4744398.5474402895 3826609.128050989)
POINT (4909870.480074203 3599584.9335740623)
POINT (4867522.569660352 3679531.451588178)
POINT (4702061.069450201 3964197.075874063)
POINT (4890151.043013069 3596178.3701306595)
POINT (4886908.462179313 3595491.3066317253)
POINT (4916822.890383204 3577685.5932950587)
POINT (4916089.338444109 3578750.1404465465)
POINT (4823471.082823601 3822277.2379449294)
POINT (4822216.449775098 3821405.3727107025)
POINT (4890351.620396924 3596290.4075915837)
POINT (4868288.608521404 3569302.430413458)
POINT (4932466.464058919 3564500.132243264)
POINT (4895823.00012688 3540350.8274336746)
POINT (4915867.950220541 3577833.9336238406)
POINT (4915811.8584244875 3577833.175301696)
POINT (4918690.081340662 3563275.026495853)
POINT (4926037.569370788 3573591.382158728)
POINT (4835993.7132775355 3839677.950413169)
POINT (4811184.003759787 3756499.5251960596)
POINT (4811590.5456343265 3753626.2016920405)
POINT (4887024.978249901 3595580.108139677)
POINT (4879084.510029337 3593840.4753174507)
POINT (4854930.870820216 3610099.549957978)
POINT (4879216.945254257 3651616.4220762295)
POINT (4888013.2343154065 3813415.820768029)
POINT (4768882.500917421 3683214.729120887)
POINT (4768524.306366818 3680923.241118111)
POINT (4916466.637103113 3562742.3110334827)
POINT (4915577.5796763925 3562228.1850812286)
POINT (4920698.992576688 3605911.8093642206)
POINT (4860774.175471642 3831803.0616444903)
POINT (4863854.474544382 3834254.6222430905)
POINT (4914744.349454176 3700572.4406502224)
POINT (5001191.508007172 3466353.502901861)
POINT (4879898.626437917 3810452.0114071555)
POINT (4880762.082565414 3810774.733165211)
POINT (4753237.576555972 3698924.41157296)
POINT (4752779.732865981 3696650.0633799946)
POINT (4903491.314978499 3559621.894003575)
POINT (4836795.369922652 3765043.101938312)
POINT (4865333.112775329 3892934.357845722)
POINT (4774526.2480223095 3720474.4438177194)
POINT (4775024.019454787 3720759.691827293)
POINT (4789762.050066636 3790975.5637516826)
POINT (4919812.877205104 3563427.840966348)
POINT (4899354.285885485 3541304.5693310043)
POINT (4855757.907860985 3700619.249130403)
POINT (4856183.165600872 3698508.2798828105)
POINT (4757730.390568722 3700248.255162414)
POINT (4812889.142284241 3752705.273276879)
POINT (4955150.218553534 3976692.594789332)
POINT (4959729.443562155 3980757.490712151)
POINT (4777052.124728106 3686085.308614317)
POINT (4693266.722654485 4005040.5046602744)
POINT (4820876.304755509 3750886.7674673386)
POINT (4902060.143349001 3934377.0906420844)
POINT (4902068.37051857 3934555.384468373)
POINT (4911174.051433026 3627483.936338654)
POINT (4913409.441041429 3624511.2810162436)
POINT (4766440.840299499 3683869.022643232)
POINT (4768698.58503167 3683379.7133204183)
POINT (4930724.077059935 3661680.092923112)
POINT (4928742.054174015 3662212.300211379)
POINT (4929735.658548949 3661297.8494281517)
POINT (4928920.657488151 3658685.7467765384)
POINT (4851869.334443228 3774831.1865891255)
POINT (4854151.674476048 3774260.44064838)
POINT (4840284.144210043 3865039.011621015)
POINT (4901249.968143339 3933129.2661560383)
POINT (4853655.69574699 3837616.362365204)
POINT (4857967.147867744 3834932.227920478)
POINT (4818183.19597341 3635345.959216115)
POINT (4814599.625002861 3639824.506046819)
POINT (4760930.83309605 3747079.264193573)
POINT (4760210.814651724 3746651.9556357022)
POINT (4760202.075792883 3746178.445159169)
POINT (4761232.550840272 3746911.085359672)
POINT (4835973.613987068 3854224.702941278)
POINT (4836052.338058776 3856267.3013790394)
POINT (4777813.300963999 3734765.9471215243)
POINT (4776453.992982309 3734022.4496844406)
POINT (4971704.126250943 3802985.82319104)
POINT (4970549.97921071 3806625.0807234584)
POINT (4971369.929389645 3803430.303087312)
POINT (4970327.075587556 3805339.122997975)
POINT (4920796.171866007 3605966.029455837)
POINT (4889174.813074441 3812461.217073784)
POINT (4888108.062623738 3813312.6956433626)
POINT (4701776.407133144 3981533.937340076)
POINT (4854655.658102741 3773998.742057099)
POINT (4781944.7779135695 3793378.9067027383)
POINT (4869671.054869792 3844578.6782920165)
POINT (4777172.863632546 3686119.1130101057)
POINT (4775847.156402194 3683161.1302823005)
POINT (4774154.631262376 3684519.19050325)
POINT (4790829.937585522 3748688.04356411)
POINT (4791778.721227672 3749356.417639532)
POINT (4803657.393128958 3653060.1659959164)
POINT (4843163.873502995 3768741.302275742)
POINT (4777912.439284377 3734646.8112377627)
POINT (4776948.87707791 3733853.668677772)
POINT (4806177.735184678 3651635.022762951)
POINT (4880432.798741059 3808572.7615514416)
POINT (4931990.565872736 3956418.674337344)
POINT (4701783.838727195 3981602.0556601197)
POINT (4801215.010587538 3658841.363139593)
POINT (4776790.411255761 3723558.25370087)
POINT (4774985.279632196 3720654.495787082)
POINT (4825493.530381795 3820461.9138535038)
POINT (4839346.452293367 3865665.259609554)
POINT (4840211.91258647 3867088.4176393375)
POINT (4839897.923942903 3865212.1756554106)
POINT (4839406.026437858 3865655.987735972)
POINT (4933351.715673362 3957700.8791959086)
POINT (4819784.834803853 3754801.6283768793)
POINT (4863727.109387782 3833710.5977165224)
POINT (4861646.080218171 3831978.77855775)
POINT (5000153.992824436 3469119.7324152673)
POINT (4804300.881868526 3654621.9594783788)
POINT (4922766.4089581035 3597742.6010221466)
POINT (4923434.586412741 3594105.038593026)
POINT (4793950.684036906 3635062.99646558)
POINT (4791707.049542928 3637090.605272467)
POINT (4791692.673960159 3637281.25283183)
POINT (4790087.375056567 3638559.458659288)
POINT (4794352.75848817 3635069.8773897956)
POINT (4826487.486262295 3602279.077046208)
POINT (4838688.956408607 3864425.4226666694)
POINT (4837354.680206347 3866548.1517668017)
POINT (4831118.57504899 3759696.87338462)
POINT (4828799.183177313 3760107.427444279)
POINT (4831205.703462954 3758555.91373124)
POINT (4864653.330261876 3891700.22417055)
POINT (4928818.361130024 3583075.4182908377)
POINT (4926346.457826465 3586307.8141223756)
POINT (4879653.979241202 3810449.945872051)
POINT (4879857.217104955 3810525.134258505)
POINT (4822548.914649924 3604474.671104211)
POINT (4921808.497611341 3601236.3717928533)
POINT (4820162.593313637 3751132.2760232324)
POINT (4805013.6445121495 3653525.022965371)
POINT (4804813.668784561 3653107.335774949)
POINT (4805581.269684095 3653354.6313085337)
POINT (4805779.99870819 3652236.2104288787)
POINT (4807341.667073074 3653709.4588051443)
POINT (4790609.165378236 3666516.445956065)
POINT (4788944.559845437 3666706.7621811144)
POINT (4847965.63145611 3840465.693778843)
POINT (4848647.38541212 3839496.7883472173)
POINT (4912352.24336871 3560003.3917829497)
POINT (4913280.534628318 3560522.129250426)
POINT (4913993.7954041725 3560824.4761130046)
POINT (4912204.397252172 3560076.9660195815)
POINT (4864129.45816566 3701312.3421795177)
POINT (4791123.3494957145 3637112.7413378945)
POINT (4792805.514306201 3636158.7074364712)
POINT (4836031.88534921 3848165.1478258236)
POINT (4835477.373594134 3848392.0027280003)
POINT (4922006.213641188 3947839.0519038574)
POINT (4921005.677922247 3948336.719152407)
POINT (4919657.91253959 3701085.391191024)
POINT (4776627.477971204 3723043.3181824987)
POINT (4841456.918889427 3871667.6977687855)
POINT (4923282.077750214 3594266.492343881)
POINT (4773008.772033361 3684789.4097622414)
POINT (4835196.041782901 3848508.7063719584)
POINT (4921045.181092255 3946772.4787294525)
POINT (4866846.95051143 3698535.04984439)
POINT (4867542.731470532 3699843.72994255)
POINT (4793487.947735032 3638091.586418022)
POINT (4778039.464186394 3732684.0287419064)
POINT (4834629.735674085 3848821.613485339)
POINT (4928677.976362817 3583112.5868644062)
POINT (4926282.4294769 3586252.0461443807)
POINT (4961135.837993197 3982019.101104255)
POINT (4929279.106087212 3660107.321831453)
POINT (4928840.7545075985 3661739.7149713263)
POINT (4806421.202553882 3651388.587607796)
POINT (4919922.1922714785 3563551.836959229)
POINT (4814605.95880219 3752990.5329947933)
POINT (4813709.941008833 3752771.9912672504)
POINT (4816215.702131393 3752553.2108670264)
POINT (4790599.900160612 3638250.900937302)
POINT (4911589.118087676 3559909.075801909)
POINT (4911098.345112557 3559525.2697514347)
POINT (4899562.095470143 3541724.791671591)
POINT (4817187.723495885 3752262.8058399484)
POINT (4851482.348004109 3629463.907193162)
POINT (4851469.197586804 3629551.4231454367)
POINT (4840038.047832732 3866602.518098441)
POINT (4840454.6778690955 3865081.660977437)
POINT (4838886.798646617 3864257.9561533667)
POINT (4838293.259259469 3863605.1663851636)
POINT (4835534.9159047725 3848628.3747456335)
POINT (4834986.19727238 3847161.840694469)
POINT (4865196.990974437 3682359.8155838978)
POINT (4816216.469438612 3752620.1228970503)
POINT (4880836.098452081 3810875.8074256466)
POINT (4821240.872421651 3750784.429739356)
POINT (4820426.659975478 3751120.066110568)
POINT (4928343.617095792 3567209.8101896704)
POINT (4774011.886500496 3684644.725129991)
POINT (4775109.317166112 3687231.3921964667)
POINT (4811047.000767058 3644243.344502787)
POINT (4922617.138452242 3598073.515778256)
POINT (4909983.217349568 3938623.535122615)
POINT (4911192.305988737 3939140.121549041)
POINT (4775349.361804641 3686086.177871754)
POINT (4851709.168368471 3774728.126776391)
POINT (4921896.075596927 3601236.313157666)
POINT (4863448.78998744 3702241.6574559477)
POINT (4793578.84476492 3638270.6720917667)
POINT (4834561.46042941 3848777.6957163317)
POINT (4819605.656924411 3754823.979568597)
POINT (4687185.792258151 4011891.6190262795)
POINT (4931041.489624404 3579979.4148703874)
POINT (4802855.871538404 3627350.045618506)
POINT (4803304.128131275 3624076.4464452555)
POINT (4830079.126574617 3760445.1117212833)
POINT (4832096.859380901 3759997.2212363416)
POINT (4916790.745214154 3699474.772117864)
POINT (4802965.227817545 3630287.1196587947)
POINT (4802307.114266942 3632020.009966234)
POINT (4914551.706229779 3704688.864067767)
POINT (4745222.159046513 3850384.347711246)
POINT (4851164.5579696065 3581568.221034288)
POINT (4778502.611792744 3722404.6025595996)
POINT (4778510.582411319 3722394.43654358)
POINT (4953909.763225215 3975588.3904341366)
POINT (4954834.478655148 3976504.807484238)
POINT (4956056.266770729 3977589.766356515)
POINT (4754656.632820814 3765835.644531427)
POINT (4754373.732008514 3766633.2693347298)
POINT (4704462.784730059 3980590.837151982)
POINT (4830452.67100316 3760176.468276493)
POINT (4830615.89292597 3759979.836538599)
POINT (4829049.876519538 3759922.51728538)
POINT (4831138.331444106 3759321.2568570557)
POINT (4772986.732340112 3684713.8956858255)
POINT (4888859.285835351 3813534.629267954)
POINT (4823260.600606002 3820914.807588344)
POINT (4821983.31486629 3821454.6449279515)
POINT (4868457.959098657 3775473.7661464866)
POINT (4799616.26458906 3660927.284482205)
POINT (4909583.951085921 3560975.0120942765)
POINT (4868451.493840799 3775332.8966731112)
POINT (4872380.529571839 3775435.764630222)
POINT (4756034.301124349 3700130.736172227)
POINT (4814648.610608862 3639853.6051447713)
POINT (4817021.440255088 3636906.5114732273)
POINT (4836217.64784946 3848176.520367063)
POINT (4803394.087940607 3655892.217749374)
POINT (4835585.7915687645 3841077.141524734)
POINT (4853143.654625079 3578753.7543449695)
POINT (4916663.968300201 3700280.4852585257)
POINT (4916902.384807282 3699351.731031238)
POINT (4865665.194618492 3699267.5740277297)
POINT (4903671.167616819 3563425.8373323656)
POINT (4757330.50930775 3709733.3809900177)
POINT (4824036.568452798 3860785.345396823)
POINT (4931860.036632583 3569789.0178682595)
POINT (4915553.552557423 3562319.116827118)
POINT (4776094.556687823 3681169.7931265472)
POINT (4916155.53982546 3702087.798074661)
POINT (4840578.749429631 3869719.5444066585)
POINT (4933193.088626159 3575745.5185036263)
POINT (4916441.192325461 3562822.206816495)
POINT (4864357.683812493 3699617.0847031414)
POINT (4863632.7929315725 3699622.924196792)
POINT (4836026.699725871 3853984.6451094104)
POINT (4863542.313234668 3699732.6564446134)
POINT (4806562.032760204 3653534.830305478)
POINT (4744716.416758551 3849879.800834688)
POINT (4879703.213249295 3810383.6677055694)
POINT (4878656.828197132 3809998.3812653017)
POINT (4933429.294987056 3957676.779291732)
POINT (4874372.753130949 3775183.5814237273)
POINT (4932758.185691682 3577014.200172756)
POINT (5004856.795073763 3453706.2958346126)
POINT (4817377.150761576 3752128.8768008645)
POINT (4896432.895571273 3536470.5066240923)
POINT (4776723.0975663 3678138.965902278)
POINT (4872299.923589838 3775582.576201797)
POINT (4822548.11727133 3860154.8930252814)
POINT (4832488.705860182 3760291.6752385804)
POINT (4932600.4471489275 3577172.1419916116)
POINT (5004094.2118839575 3456075.522363805)
POINT (4898505.982894751 3540037.0010823663)
POINT (4775285.367459283 3720905.276593986)
POINT (4835827.646417057 3852077.820896769)
POINT (4835827.646417057 3852077.820896769)
POINT (4835728.237678523 3849770.563793734)
POINT (4837460.153181592 3765810.323064535)
POINT (4866101.941845561 3683999.6861228584)
POINT (4803272.051874415 3653165.5055523273)
POINT (4786610.066517769 3792048.6538340733)
POINT (4889165.099460491 3812067.02101906)
POINT (4868776.441069363 3843481.839577912)
POINT (4835404.500166417 3848512.328310692)
POINT (4835676.7579603875 3848399.8079062873)
POINT (4878668.263201505 3811774.272993344)
POINT (4688658.441131503 4010194.860185994)
POINT (4801164.110818699 3658811.6642329376)
POINT (4818215.2620822145 3748931.4892559107)
POINT (4845756.427193508 3772016.0221762178)
POINT (4782793.60108933 3793075.9117433988)
POINT (4858506.720225246 3834047.991894027)
POINT (4799561.478659016 3660897.8144703177)
POINT (4850930.144523856 3581517.499131405)
POINT (4756261.628925217 3700413.8066873527)
POINT (4757635.159555171 3700272.599320283)
POINT (4865078.973328355 3699744.3485833486)
POINT (4822791.757982981 3604357.9162394744)
POINT (4826926.389943702 3601947.105397296)
POINT (4818166.215452076 3749293.101739292)
POINT (4931967.725624094 3956503.5849120487)
POINT (4835690.034266039 3849956.6148967277)
POINT (4834920.787542873 3847148.723630692)
POINT (4916084.985103122 3702255.3112900862)
POINT (4897920.191946724 3539311.4196645143)
POINT (4897457.527144956 3538559.2197827823)
POINT (4920697.21778926 3947365.7677372675)
POINT (4777989.224381891 3718255.7794765835)
POINT (4836109.019193194 3856131.7594223954)
POINT (4775201.527499692 3687229.4168280736)
POINT (4814132.049784717 3640405.4691391373)
POINT (4903723.320990574 3563793.2080643275)
POINT (4704480.155925284 3980522.022385272)
POINT (4931727.9402010515 3569555.2270671315)
POINT (4919986.754647237 3701053.9138396047)
POINT (4757680.341267882 3712942.302745922)
POINT (4776948.87707791 3733853.668677772)
POINT (4852368.154091686 3838045.0492905295)
POINT (4837471.83930972 3765739.7695389222)
POINT (4901393.633534716 3933214.4179401495)
POINT (4775894.260390844 3684042.1516019884)
